feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
0.892378486,1.578118058,0.774767867,0.985449686,-0.116229043,0.214713183,-1.073138978,-0.455539526,-1.031591737,0.869154592,1,0,0.892378486,1.578118058,0.713316502,0.882950535,B,Y,,0
-0.731254798,-0.781156378,-0.421752147,-0.259800141,-0.678643061,-0.318237528,0.228451989,0.802128459,1.541684348,1.598538112,1,0,-0.731254798,-0.781156378,-0.399811337,-0.230056438,B,Y,,1
-0.063926243,-0.221042464,0.189653652,0.069369803,0.564842359,1.635797806,-0.6718682,2.392109635,0.874894567,0.192596919,1,0,-0.063926243,-0.221042464,0.188315583,0.043109837,C,Y,,1
0.424190516,0.588076675,0.329140641,0.962345169,-0.022436052,-0.057950542,-0.390562791,1.073621944,-0.618260317,0.945888157,1,0,0.424190516,0.588076675,0.305109798,0.857393178,A,X,,1
-0.472940613,0.029430592,0.134350812,0.516644446,-0.51866672,0.853201545,-1.095660033,-1.404816944,2.327273091,-0.981325937,1,0,-0.472940613,0.029430592,0.140660494,0.46337538,A,X,,0
0.32722042,-0.073947566,0.181271687,-0.451659476,-0.465805569,-0.150837712,-0.079464194,-0.758282069,-0.714221396,0.195024984,1,0,0.32722042,-0.073947566,0.178332084,-0.40263388,A,Y,,0
0.988258826,1.181567716,0.794908911,2.343654053,0.531026095,0.148876804,-0.995714474,0.948813096,-1.348605779,0.870746645,1,0,0.988258826,1.181567716,0.760077195,2.102135074,C,X,,1
0.005606177,-0.814398187,0.487392355,1.50084303,-0.550587067,0.509689231,-1.480453378,-0.466574071,1.570076285,1.352800535,1,1,0.005606177,-0.814398187,0.459352956,1.354106062,C,X,,0
0.70738306,-0.278883394,0.571292997,0.845157971,0.393797298,-1.927672579,-0.719766716,-1.405189847,-0.957776027,-0.048897183,1,0,0.70738306,-0.278883394,0.56255417,0.752302627,C,X,,0
0.010091925,1.962587191,-0.195830113,0.003695672,-1.058907587,1.481663402,0.612721728,1.341475916,-0.680130918,1.011463035,1,0,0.010091925,1.962587191,-0.178643753,0.008681743,B,X,,0
0.698546935,-0.033612565,0.53432927,0.454740912,0.253165238,0.820344013,-0.619677637,-0.196466583,-1.043267883,-0.516429644,1,0,0.698546935,-0.033612565,0.51706389,0.413225744,A,Y,,0
0.097159563,0.157127919,0.234261706,0.176189823,0.295279941,-0.77649914,-0.574681857,0.197916667,0.377476167,-0.666848717,1,0,0.097159563,0.157127919,0.224545701,0.166047794,B,X,,1
0.238109997,-0.739028658,-0.612321908,0.652330338,-0.262746748,-1.595893969,2.215174019,-0.419434753,-2.951343858,1.427305364,1,0,0.238109997,-0.739028658,-0.578619772,0.584277887,B,Y,,1
0.515578721,-0.62434539,0.360014599,-0.184525358,-0.635362389,-1.189666659,-0.352427864,-2.205566057,-0.882270918,-0.604744665,1,1,0.515578721,-0.62434539,0.323230044,-0.181533871,C,X,,0
-0.95005039,2.865212023,-0.838204953,-0.901992649,1.526812664,1.902558205,1.183314984,-0.354206389,1.054589704,2.824220426,1,0,-0.95005039,2.865212023,-0.795718085,-0.808926061,A,X,,1
0.654769762,0.173341664,0.528516011,0.243953198,0.164760841,0.050887702,-0.665359748,1.489863439,-0.887472658,-0.223202255,1,0,0.654769762,0.173341664,0.489972006,0.221196919,C,X,,0
-0.158376071,0.868772501,-0.305927016,-1.186336427,0.923508616,-1.050623322,0.704851795,0.619738785,-0.367209798,0.587855888,1,0,-0.158376071,0.868772501,-0.305178266,-1.056278593,C,Y,,1
0.068986375,-0.658116489,-0.058462379,-0.303726029,0.825098265,-0.867130216,0.278520818,-0.81925786,-0.466456078,-1.345870923,1,0,0.068986375,-0.658116489,-0.047386232,-0.25778728,A,Y,,0
0.9348472,-1.912254975,0.82994494,-0.068634046,-1.820603301,0.270057358,-1.180118221,1.987275999,-1.020875986,-1.368315039,1,0,0.9348472,-1.912254975,0.795640434,-0.066105631,B,X,,0
0.836772597,0.386808521,0.694269151,1.090980425,0.62206999,1.32893332,-0.907860096,1.023709546,-1.072588304,2.012270446,1,0,0.836772597,0.386808521,0.664190646,0.98385348,C,X,,0
-1.491632868,0.769031655,-1.246778111,-0.527389062,-0.630845551,-0.297866805,1.646367141,0.398763764,1.882030027,-0.005106632,1,0,-1.491632868,0.769031655,-1.175482116,-0.482037607,C,Y,,1
0.676556154,-1.821086069,0.208752122,-0.597667683,-1.04019372,1.945195074,0.342822571,0.584314166,-2.019225612,0.37021189,1,0,0.676556154,-1.821086069,0.192069304,-0.536134813,C,X,,1
-0.615202048,1.146030144,-0.83509772,-0.777371485,-0.200352578,0.231842092,1.659048116,-1.53046141,-0.27220548,1.558789184,1,0,-0.615202048,1.146030144,-0.799280688,-0.700596521,B,Y,,1
-0.153997809,1.592669998,-0.470350696,0.019344071,0.210600839,-0.48847608,1.213373488,-0.049880154,-0.92191337,-1.18896342,1,0,-0.153997809,1.592669998,-0.440084405,0.017786425,C,X,,1
0.523434257,-0.526247857,0.391038729,1.388337778,-2.747504843,-0.499730176,-0.435797382,0.382988985,-0.812270351,-0.385021812,1,0,0.523434257,-0.526247857,0.384864977,1.260475202,B,X,,0
-0.414282975,-0.869286987,0.217124221,-0.010867137,0.518101702,-0.52920101,-1.26346397,2.918173555,2.363517076,0.137352479,1,0,-0.414282975,-0.869286987,0.201049349,-0.021401805,C,X,,0
1.409751149,0.595029466,1.31975194,-0.557423053,-0.456120827,0.18142662,-1.987894765,-0.926698309,-1.316673415,-0.412997822,1,0,1.409751149,0.595029466,1.232719418,-0.480451167,C,Y,,0
0.424708894,-0.582061334,0.33926948,0.399044141,-0.592465455,0.327072375,-0.420746772,-0.238752602,-0.587236027,-1.320077188,1,0,0.424708894,-0.582061334,0.326806275,0.360044255,B,X,,1
-0.070726665,-0.0617642,-0.261285069,0.479441518,-0.256179752,-0.241497446,0.695519167,-0.649765227,-0.571308282,0.874517074,1,0,-0.070726665,-0.0617642,-0.241209821,0.41454402,A,Y,,0
0.785848255,-0.359768646,0.693430803,-1.326047686,1.117398816,1.44849923,-0.979093258,0.260280507,-0.87200205,-0.413465161,1,0,0.785848255,-0.359768646,0.642539026,-1.187167188,A,Y,,0
-0.534303123,0.776228505,-0.474364792,-0.483933445,-1.780625673,1.502734326,0.674539125,-0.254476077,0.583414666,1.2371808,1,0,-0.534303123,0.776228505,-0.454122515,-0.45338967,B,Y,,1
-0.185858457,-0.185924481,0.247330127,-1.599394762,-0.05790775,-0.735116801,-1.024711669,-1.234511998,1.550179473,2.277086498,1,0,-0.185858457,-0.185924481,0.228371228,-1.447717851,B,Y,,0
-0.333965358,-0.079388424,-1.302400414,-0.300465949,0.872824351,-0.966156723,3.493803543,0.360164184,-2.921918921,-1.005601376,1,0,-0.333965358,-0.079388424,-1.247308959,-0.262087599,A,Y,,1
0.420475642,0.317453261,0.268369851,-0.332860404,-1.202149526,-0.395680712,-0.210341865,-0.529332112,-0.801984735,-0.093386859,1,0,0.420475642,0.317453261,0.25201056,-0.303364457,C,X,,0
-1.194921927,-0.012043553,-1.050122324,-1.120767651,-0.204129769,3.117681129,1.475706575,-0.050800789,1.339888255,-0.057397464,1,0,-1.194921927,-0.012043553,-1.014036052,-1.010298162,A,X,,1
1.220004487,1.435087399,1.172455134,-0.347302289,-1.563034307,-1.179459665,-1.812984574,-0.078230659,-1.040336536,1.453275476,1,0,1.220004487,1.435087399,1.119269838,-0.311961235,A,Y,,1
0.030369336,-0.316082961,-0.026551184,0.314338683,-0.248973655,0.314129496,0.125099423,0.833179431,-0.208006359,0.439150134,1,0,0.030369336,-0.316082961,-0.02024099,0.288363228,A,X,,1
-1.278368978,0.032143147,-1.075485576,-1.725771125,-1.120417919,-0.754866197,1.432248434,1.693547133,1.590197407,0.022339239,1,0,-1.278368978,0.032143147,-1.028763407,-1.568322514,B,Y,,1
-0.239580049,-0.771740815,0.294609265,-0.497961847,0.256170606,1.193311006,-1.246957072,-0.80152759,1.919148852,-0.512534111,1,0,-0.239580049,-0.771740815,0.28416849,-0.449466685,A,X,,0
0.773243607,0.337482075,0.864514892,-0.263307807,-0.381489415,-1.320493443,-1.519877662,-1.210160943,-0.262691431,-0.157024828,1,0,0.773243607,0.337482075,0.817681419,-0.233580808,C,X,,0
-0.311024428,-0.782598597,0.087985031,0.70703236,0.151403048,0.298451814,-0.7194212,-1.007911695,1.529299867,2.084712921,1,0,-0.311024428,-0.782598597,0.090112323,0.625563133,B,X,,0
0.389279005,1.194762862,0.034245823,0.894647188,-0.985803809,-0.284155098,0.459505272,0.3514799,-1.442380941,-1.372859451,1,0,0.389279005,1.194762862,0.022166699,0.810478189,A,Y,,1
0.595341758,-0.062648222,0.043324305,0.241240248,-0.845673104,-0.014098966,0.730380175,0.79799455,-2.235464588,0.084505146,1,0,0.595341758,-0.062648222,0.036228459,0.224970397,A,Y,,1
-0.10738533,0.494063919,-0.144203285,-2.854626663,0.110535317,-0.626315276,0.284810492,-1.126053961,-0.042399357,-0.856851865,1,0,-0.10738533,0.494063919,-0.139077672,-2.557358975,A,Y,,1
0.363370161,-1.320878355,0.642159721,0.771401795,1.24456516,2.231498911,-1.434708805,-1.544433848,0.647306008,0.001109945,1,0,0.363370161,-1.320878355,0.614568846,0.696446323,A,Y,,0
-0.157827005,0.664702745,-0.529598277,-0.552920837,-0.975366027,1.303507932,1.388776617,-0.497570838,-1.100204544,1.001824854,1,0,-0.157827005,0.664702745,-0.500671797,-0.508492981,B,X,,1
-0.772784105,0.951306244,-1.355274014,0.526897924,-0.082715024,0.243091728,3.019403382,-0.198195676,-1.342603525,-0.19087222,1,0,-0.772784105,0.951306244,-1.282008279,0.470509163,A,X,,1
0.154702989,0.784146416,0.384775865,-0.898027226,-1.383340777,0.901728697,-0.950991878,-0.46126705,0.639498629,-0.766045202,1,0,0.154702989,0.784146416,0.385601241,-0.828157227,B,Y,,0
-0.85046398,-0.578459729,-0.718417878,-0.0774943,0.195076925,0.537478705,0.961774366,0.826403317,1.048352542,-0.058430119,1,0,-0.85046398,-0.578459729,-0.701182629,-0.0627659,A,Y,,1
-0.152147578,-0.823935487,-0.206238727,-0.719109451,0.336144963,-0.22747626,0.409412812,0.000682819,-0.066366117,2.049812096,1,0,-0.152147578,-0.823935487,-0.194341227,-0.659311535,C,Y,,1
0.278770501,0.43945269,0.558409981,1.267960487,-0.515170899,-0.126518897,-1.301515144,-1.42222965,0.711450648,-0.024398567,1,0,0.278770501,0.43945269,0.533504587,1.14323416,C,Y,,0
-0.057790274,-0.649826885,-0.67262375,0.08416823,0.526536684,-0.477410706,1.970561718,0.479827035,-1.966928756,0.012828644,1,0,-0.057790274,-0.649826885,-0.632904689,0.092499228,A,X,,1
-0.33593983,-1.345014484,0.293270113,-0.861049672,0.001976845,1.532873356,-1.382500428,1.020036507,2.299508696,1.377180937,1,0,-0.33593983,-1.345014484,0.293273447,-0.782374601,A,X,,0
-0.218614592,-1.415524067,-0.212491115,0.977872272,0.975823337,0.008857704,0.332192403,-1.389780143,0.178587964,-0.270371399,1,0,-0.218614592,-1.415524067,-0.183716317,0.887227431,C,Y,,1
0.248683612,-0.161954817,0.542692281,0.438412699,1.135947846,-0.153997665,-1.297109088,0.132497143,0.780223897,-0.883998857,1,0,0.248683612,-0.161954817,0.514382128,0.387851529,B,Y,,0
-1.012321808,0.281230492,-0.875122738,1.489599409,-1.743672602,0.156823016,1.205831559,1.154693767,1.182598806,-1.270362046,1,0,-1.012321808,0.281230492,-0.828624636,1.343738178,C,X,,1
0.485241578,1.764913806,0.367557069,2.792208868,-1.513830501,0.630875604,-0.419424867,0.788204141,-0.736500386,0.091168147,1,0,0.485241578,1.764913806,0.372272397,2.500899945,A,X,,1
-1.978613842,0.147298,-1.685418242,-0.680494048,1.681492457,-0.883868895,2.280370954,0.509683077,2.393225167,0.614944639,1,0,-1.978613842,0.147298,-1.60080707,-0.601018116,A,Y,,1
1.147961252,0.390695921,1.005611392,-1.326472128,0.551476275,0.340589216,-1.407812727,1.169589992,-1.297819421,1.047317707,1,0,1.147961252,0.390695921,0.964590902,-1.194836548,A,Y,,0
-0.189606788,-1.027403552,-0.686299667,-0.373268246,-0.391876765,-1.017764309,1.821317133,0.928245691,-1.485308964,0.644518492,1,0,-0.189606788,-1.027403552,-0.653358004,-0.321203134,C,X,,1
-0.979575283,1.180128174,-0.949206724,1.144293069,0.496400118,2.075065039,1.479548797,0.763860352,0.80979684,-1.38786855,1,0,-0.979575283,1.180128174,-0.898153913,1.029476678,C,X,,1
0.359919018,1.318197067,0.562330775,-1.358174921,1.392038752,0.111129375,-1.195898942,-0.288575117,0.400259767,-0.443263465,1,0,0.359919018,1.318197067,0.544628871,-1.222648327,B,X,,0
-1.895355013,-1.117927608,-1.570285944,1.5391972,0.223926874,-1.946525286,2.049386775,1.243428278,2.43697048,-0.928219967,1,0,-1.895355013,-1.117927608,-1.500853982,1.394430606,A,X,,1
1.796386779,1.041724664,1.717776045,0.583544303,-0.863882961,1.279464932,-2.643259252,0.579857285,-1.559925143,-0.129517247,1,0,1.796386779,1.041724664,1.636724796,0.532090737,C,Y,,0
0.148375034,-2.077119854,0.328197554,-0.23527391,-1.353754675,0.734476745,-0.787362051,-1.544935922,0.479905558,2.145824925,1,0,0.148375034,-2.077119854,0.311730229,-0.226606025,B,X,,0
0.15792641,-1.251199137,0.685752492,-1.532518277,0.143426567,0.871524386,-1.865553475,-0.61175964,1.610011277,1.579437892,1,0,0.15792641,-1.251199137,0.65540723,-1.392526887,C,X,,0
0.423620377,-1.242246534,0.55437841,-1.125587114,-0.488886119,1.588940328,-1.079302522,-0.067871382,0.119936824,-1.096220325,1,0,0.423620377,-1.242246534,0.49880821,-1.003570084,B,Y,,0
-0.670839161,-0.024232834,-0.654529087,1.202451248,-2.320315598,0.782629826,1.026938711,-3.176703813,0.539909579,-1.095270519,1,1,-0.670839161,-0.024232834,-0.626269962,1.080753606,C,X,,1
0.292380506,-0.272410017,0.586273991,1.233724278,-0.758970699,-0.978740836,-1.366894429,0.188475761,0.748150296,-0.805095181,1,0,0.292380506,-0.272410017,0.567952364,1.123822614,A,X,,0
-0.14925274,-1.689183038,-0.41328426,-0.471263741,1.923445795,-0.77461497,1.045959113,0.751099455,-0.754405465,-1.975487771,1,0,-0.14925274,-1.689183038,-0.390905757,-0.415814845,A,X,,1
-1.020150786,0.117707418,-0.913555324,-1.671761273,-0.404157159,0.001794873,1.311866219,0.519871018,1.088286507,2.710331644,1,0,-1.020150786,0.117707418,-0.868605818,-1.502415305,C,X,,1
0.132421642,-0.08343797,-0.035511437,-1.44964522,-1.496529255,-0.650023934,0.300347815,-1.003957372,-0.644746029,-0.921859813,1,0,0.132421642,-0.08343797,-0.03616953,-1.287457987,B,Y,,0
-0.616395027,-0.451302864,-0.547274175,-1.01791149,0.851591046,-0.909680439,0.778258484,-1.287605284,0.672965362,-0.822165607,1,0,-0.616395027,-0.451302864,-0.522691242,-0.923275636,B,Y,,1
1.718113312,-0.155898178,1.6589287,-0.548287296,-1.11652444,1.23581162,-2.576954461,0.501782736,-1.439675316,0.160018226,1,0,1.718113312,-0.155898178,1.563093587,-0.505153059,C,Y,,0
0.632023561,0.290897058,0.645950519,-1.99553178,-0.059826144,0.493560204,-1.056985378,0.929409985,-0.412959514,-1.12124374,1,0,0.632023561,0.290897058,0.621612422,-1.802349319,A,X,,1
1.848152066,-0.313058031,1.78069642,-0.000708595,1.484116029,0.355613349,-2.760416316,0.604515326,-1.561028039,-1.250407734,1,0,1.848152066,-0.313058031,1.702451737,-0.010237993,C,Y,,0
0.124174184,-0.667189085,0.021284854,-0.732968899,0.356252789,1.261519253,0.114931258,0.425321308,-0.426245573,1.096069907,1,0,0.124174184,-0.667189085,0.015256499,-0.672819078,A,Y,,1
1.271156708,-0.734173799,1.175069311,0.081995556,0.59879439,0.668340489,-1.746844878,1.455822322,-1.236030459,0.457280405,1,0,1.271156708,-0.734173799,1.106045854,0.081312467,A,Y,,0
-0.265772975,-0.235916529,-0.996758275,-0.406885245,1.103933547,-0.256280824,2.659138131,0.294971456,-2.195563893,-0.534756671,1,0,-0.265772975,-0.235916529,-0.952467767,-0.38570378,A,X,,1
0.582966899,-0.925424626,0.422576681,0.255383756,-1.013895952,0.085687161,-0.445851769,-0.408100839,-0.946921916,-0.895346322,1,0,0.582966899,-0.925424626,0.392459256,0.227682542,C,X,,0
0.120909514,-1.153332403,-0.03106922,-1.687344347,0.458168115,-0.979721225,0.270098515,-1.355447503,-0.584267527,-1.793892498,1,0,0.120909514,-1.153332403,-0.03220657,-1.516542754,A,X,,0
0.306579318,-0.113128053,-0.238000765,-1.299216363,0.640542935,0.123078202,1.171152832,-0.756763977,-2.001699228,0.232786743,1,0,0.306579318,-0.113128053,-0.229932614,-1.167078223,C,Y,,1
0.966404116,1.118894598,0.816478902,1.274428427,-0.258938797,-0.187859401,-1.093262105,1.098484876,-1.190870811,-0.171673654,1,0,0.966404116,1.118894598,0.77950256,1.154445964,C,X,,0
0.836179961,0.343787882,0.76572352,-0.048652352,-0.963758926,-0.957150915,-1.126952386,-0.758495335,-0.836758787,0.032796995,1,0,0.836179961,0.343787882,0.733959185,-0.043909861,A,Y,,0
0.945398217,-0.735201035,0.396874475,1.656208252,-0.88075409,1.798725018,0.157840206,0.002287936,-2.477976784,-0.243061199,1,0,0.945398217,-0.735201035,0.375307895,1.5048802,C,Y,,1
-1.256923591,1.187077679,-1.06595557,-0.964789738,1.374611268,0.359680848,1.434218364,-0.724302534,1.535709956,-0.414630509,1,0,-1.256923591,1.187077679,-1.030962506,-0.864247662,B,X,,1
0.11573997,0.696322862,0.478529992,0.278799812,0.079573535,0.758824416,-1.293793212,-0.312668446,1.101389535,-0.208668371,1,0,0.11573997,0.696322862,0.444608939,0.251422627,C,Y,,0
0.984405366,1.649480894,0.865904762,1.07061056,-0.706892568,0.855555659,-1.21813158,0.361417317,-1.101254903,-0.72960247,1,0,0.984405366,1.649480894,0.837063801,0.963352113,C,Y,,0
0.144403414,0.386323318,-0.030392685,-0.204471221,0.241321935,-1.151014084,0.302076883,1.573019725,-0.675861069,1.755475698,1,0,0.144403414,0.386323318,-0.02700835,-0.188678515,B,Y,,0
-0.417522041,-0.822076012,-0.825985908,-1.219284467,0.227495876,0.635967751,1.917673926,-0.124021387,-1.031710475,-0.569449774,1,0,-0.417522041,-0.822076012,-0.782010656,-1.093260852,B,Y,,1
0.885266988,-0.694713131,0.752233113,-0.409282438,-0.025574312,-1.769075905,-1.014619253,0.152354872,-1.076825627,-0.524088398,1,0,0.885266988,-0.694713131,0.715743789,-0.36833477,B,X,,0
-1.731888681,-0.72895925,-1.460659582,-0.189014298,0.18699021,-0.04427332,1.951445989,-0.814868149,2.142482081,0.180294881,1,0,-1.731888681,-0.72895925,-1.377913716,-0.185437235,C,Y,,1
0.737943444,0.273010717,0.87078341,-2.074640038,-0.184145816,-1.130178729,-1.590175634,0.016025282,-0.101267463,-0.091956783,1,0,0.737943444,0.273010717,0.821190008,-1.878834936,B,X,,0
0.528978359,0.720996953,0.882659637,-0.545186245,-1.493509778,-2.123947583,-1.929255416,-0.994355066,0.771869759,2.927270092,1,0,0.528978359,0.720996953,0.837687064,-0.486193956,A,X,,0
-0.439934971,-0.989957793,-1.121103407,-0.03500761,-0.496932025,-0.182568974,2.786533576,-1.11404645,-1.906461694,-0.811000864,1,0,-0.439934971,-0.989957793,-1.074295529,-0.027173053,B,X,,1
0.631844837,1.450927548,0.475466974,1.807196644,-0.077443461,-1.195293764,-0.536559305,-1.024028591,-0.96926786,-1.682658694,1,0,0.631844837,1.450927548,0.454611404,1.628518654,B,X,,0
0.021021283,-1.039111168,0.032110091,1.687548055,0.16064994,0.662262982,-0.067607961,0.726794046,0.020981917,0.245114284,1,0,0.021021283,-1.039111168,0.017712327,1.52667332,B,X,,1
0.109855609,0.190916524,-0.309500069,-0.036330608,-0.075871451,-1.684667577,1.10445454,-0.52213157,-1.44985148,0.146935298,1,0,0.109855609,0.190916524,-0.279727988,-0.026549164,A,Y,,1
-0.457499229,-0.595534935,-0.584344208,0.900533077,-0.762519239,1.036302892,1.121729767,-0.401795027,-0.082576321,1.699435983,1,0,-0.457499229,-0.595534935,-0.556378821,0.810188835,A,X,,1
-0.390688941,0.149363482,-0.621452549,0.364140296,0.444773808,-0.825653683,1.331878477,-2.086477658,-0.470573771,0.007178467,1,0,-0.390688941,0.149363482,-0.585184724,0.339435845,A,X,,1
-1.671877822,-1.134171145,-1.447955502,1.029180436,-0.428318258,-0.010465129,1.999606354,0.539764513,1.94438511,-1.794143511,1,0,-1.671877822,-1.134171145,-1.388722515,0.912849045,C,X,,1
-0.263905492,0.049328166,0.022893574,0.722446985,2.64201191,0.598099155,-0.452341817,2.387967706,1.128494586,-0.365280858,1,0,-0.263905492,0.049328166,0.024649967,0.650554971,B,X,,0
0.700258487,-0.548268795,0.581351578,0.833333912,-0.607875261,-0.539122703,-0.760811392,0.220541427,-0.896465314,-1.104862793,1,0,0.700258487,-0.548268795,0.55589431,0.74957402,C,Y,,0
1.424051644,-1.907807558,1.340512681,-0.860385011,0.334176417,-0.155259049,-2.030578909,1.887687657,-1.305939239,-0.413605533,1,0,1.424051644,-1.907807558,1.283001325,-0.776471919,A,Y,,0
-0.55541882,-0.653462896,-0.038722377,-0.386541616,-0.657134962,-0.697718904,-0.686583563,0.208322509,2.09110036,-0.635541099,1,0,-0.55541882,-0.653462896,-0.027876481,-0.342980681,B,Y,,0
0.035070828,-0.298820089,0.296036297,-0.358244378,-1.430831202,-0.476553801,-0.853323465,-1.09714365,0.827214081,-0.552261252,1,0,0.035070828,-0.298820089,0.291630207,-0.330035523,A,Y,,0
0.307142444,0.746611365,0.450129691,0.325577817,-0.124285777,-0.21138423,-0.929695847,-0.852224643,0.244385261,2.275825428,1,0,0.307142444,0.746611365,0.447517785,0.297293426,B,Y,,0
